BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,STREET_NAME,FORMATTED_ADDRESS
No broker,House for sale,"34,014,484",6,4,"4,168.28","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Sooriya Land Sale,House for sale,"83,871,044",4,4,"1,868.71","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by KP Agasthi Property,House for sale,"39,198,356",2,3,"1,880.45","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Dream Consultant,House for sale,"55,000,000",4,4,"3,500.00","Thalawathugoda, Colombo",Colombo,"Thalawathugoda, Colombo",Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Dream Property,House for sale,"309,723,233",7,5,"8,300.40","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brokered by Neththaru Property,House for sale,"15,795,589",1,1,"1,068.86","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"13,828,902",3,1,"1,694.65","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"55,528,340",5,5,"3,321.29","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Propertydeal.lk,House for sale,"58,237,138",3,3,"3,948.63","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Property Solutions,House for sale,"36,979,975",4,4,"2,281.00","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"243,294,111",7,4,"5,420.78","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by KP Agasthi Property,House for sale,"68,000,000",4,3,"3,000.00","Dehiwala, Colombo",Colombo,"Dehiwala, Colombo",Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by DJ Luxury Realty,House for sale,"18,312,147",2,2,983.82,"Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"126,648,472",3,3,"2,961.35","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Prime Lands,House for sale,"30,681,559",2,2,"1,819.56","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Propertydeal.lk,House for sale,"120,612,496",5,5,"2,687.34","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
No broker,House for sale,"42,489,161",4,3,"1,860.12","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Property Management Company,House for sale,"52,696,947",4,4,"3,957.32","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Property Advertising,House for sale,"38,240,700",6,4,"4,366.24","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Property Solutions,House for sale,"71,382,500",3,3,"3,259.24","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"404,819,885",10,9,"9,019.70","Dematagoda, Colombo",Colombo,Dematagoda,Colombo,Dematagoda,,"Dematagoda, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"13,905,786",4,2,"1,375.33","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by S Thedas Property,House for sale,"22,275,701",5,3,"2,622.35","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by The King of SL Property,House for sale,"37,864,342",3,2,"1,200.25","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Property Management Company,House for sale,"48,339,012",4,3,"3,196.98","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by Asantha Real Estate,House for sale,"130,973,129",6,4,"5,201.08","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by PK Property Solutions,House for sale,"66,945,654",4,4,"2,704.01","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"351,617,459",7,5,"8,103.77","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Neththaru Property,Villa for sale,"346,717,949",10,8,"9,019.70","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by The King of SL Property,House for sale,"12,139,200",3,3,"1,026.06","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"150,232,374",5,3,"4,436.93","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Propertydeal.lk,House for sale,"261,756,345",5,5,"5,832.13","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"312,826,922",10,8,"8,860.64","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by KP Agasthi Property,House for sale,"76,203,471",4,3,"3,351.77","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"110,000,000",5,4,"4,200.00","Wattegedara Road, Maharagama",Colombo,"Wattegedara Road, Maharagama",Colombo,Maharagama,Wattegedara Road,"Wattegedara Road, Maharagama"
Brokered by Dream Property,Villa for sale,"199,727,536",6,4,"4,450.08","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Lakshan Rent House,House for sale,"115,337,639",4,5,"2,867.62","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by DJ Luxury Realty,House for sale,"80,118,136",5,5,"3,338.10","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"30,435,050",5,4,"2,281.26","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by S Threads Property,House for sale,"65,320,712",5,3,"1,729.46","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Propertydeal.lk,House for sale,"33,352,252",2,2,"1,495.44","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Mohammed Rizmi,House for sale,"75,124,610",8,6,"5,111.67","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by The King of SL Property,House for sale,"40,706,385",4,3,"2,334.67","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Citadel Trading ,House for sale,"497,000,000",6,3,"4,000.00","Bouddhaloka Mawatha, Colombo 07",Colombo,"Bouddhaloka Mawatha, Colombo 07",Colombo,Colombo 7,Bouddhaloka Mawatha,"Bouddhaloka Mawatha, Colombo 07"
Brokered by KP Agasthi Property,House for sale,"82,184,775",4,3,"2,628.02","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by AA Real Estate Agents,House for sale,"35,843,260",4,4,"2,587.59","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Asantha Real Estate,House for sale,"60,926,764",5,4,"3,397.83","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Sasiri Land sale,House for sale,"28,081,625",3,2,"2,486.92","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Platinum Property & Construction,House for sale,"138,462,962",4,4,"4,964.50","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by SEV Real Estate,House for sale,"88,412,250",3,4,"2,367.31","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Property Management Company,House for sale,"203,252,401",3,3,"4,528.62","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Sasiri Land Sale,House for sale,"62,158,915",4,3,"1,387.03","Colombo 9, Colombo",Colombo,Colombo 9,Colombo,Colombo 9,,"Colombo 9, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"59,525,215",4,4,"2,888.33","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"31,824,835",6,4,"3,899.95","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by PK Property Solutions,House for sale,"104,267,521",8,6,"3,794.90","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"67,302,247",9,6,"5,398.81","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by KP Agasthi Property,House for sale,"44,220,484",5,4,"3,979.93","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by PEO Lands Real Estate,Villa for sale,"15,682,109",2,1,"1,012.37","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Property Solutions,House for sale,"10,886,912",4,2,"1,334.13","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Ideal Marketing,House for sale,"25,364,703",4,3,"1,403.00","Makumbura, Colombo",Colombo,Makumbura,Colombo,Makumbura,,"Makumbura, Colombo"
Brokered by Citadel Trading ,House for sale,"178,047,569",4,4,"3,967.04","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Infinity Properties,House for sale,"17,912,716",1,2,896,"Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"32,438,178",5,3,"3,349.73","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"38,249,175",3,5,942.2,"Colombo 9, Colombo",Colombo,Colombo 9,Colombo,Colombo 9,,"Colombo 9, Colombo"
Brokered by Platinum Property & Construction,House for sale,"104,505,142",4,4,"4,189.40","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Neththaru Property,House for sale,"118,924,725",5,3,"4,010.75","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by AA Real Estate Agents,House for sale,"86,274,692",3,2,"1,922.27","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"14,607,638",3,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Property Management Company,House for sale,"66,514,567",4,4,"2,694.18","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Neththaru Property,House for sale,"33,305,257",4,3,"2,508.22","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Sasiri Land Sale,House for sale,"68,854,314",4,4,"3,213.95","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Dream Consultant,Villa for sale,"91,731,120",6,4,"4,820.38","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Sithara Pavithra,House for sale,"114,649,350",4,4,"5,483.91","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Dream Consultant,House for sale,"78,627,226",4,4,"3,116.29","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Infinity Properties,House for sale,"172,525,779",6,3,"3,844.01","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Lakshan Rent House,House for sale,"49,353,018",4,3,"3,509.66","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Colombo Property Holdings,House for sale,"26,089,779",3,2,"1,747.91","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"21,050,070",4,4,"1,671.85","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"33,743,972",1,2,"1,193.53","Colombo 9, Colombo",Colombo,Colombo 9,Colombo,Colombo 9,,"Colombo 9, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"39,342,097",5,4,"4,821.15","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Colombo Property Holdings,House for sale,"11,501,426",2,2,910.47,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Real Mart,House for sale,"187,298,358",4,4,"4,173.15","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"95,459,553",5,5,"3,547.05","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"242,161,912",6,6,"5,395.55","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
No broker,House for sale,"14,603,617",1,1,"1,112.63","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"37,227,252",2,2,"1,062.77","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Property Solutions,House for sale,"55,112,283",5,3,"2,170.45","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"31,203,818",2,2,"2,121.79","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Platinum Property & Construction,House for sale,"145,000,000",4,4,"3,517.00","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Prime Lands,Villa for sale,"72,508,439",4,6,"4,315.19","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"109,943,769",5,5,"2,613.62","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by DJ Luxury Realty,House for sale,"117,519,078",5,6,"2,618.42","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Property Solutions,House for sale,"35,173,242",3,2,"1,703.84","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by KP Agasthi Property,Villa for sale,"100,153,801",6,5,"6,775.61","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by PEO Lands Real Estate,Villa for sale,"15,877,243",3,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"46,920,552",5,3,"3,940.11","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by PK Property Solutions,House for sale,"42,069,394",5,3,"5,155.36","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Colombo Property Holdings,House for sale,"65,979,829",3,3,"3,020.95","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Telemarketing Colombo,House for sale,"114,401,954",3,4,"2,901.20","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
No broker,House for sale,"7,777,000",3,1,896,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Asitha Properties,House for sale,"55,867,435",3,3,"2,306.23","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"63,896,644",3,4,"3,457.38","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Property Management Company,House for sale,"73,387,720",6,5,"3,117.65","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"9,901,582",2,1,"1,213.38","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Neththaru Property,House for sale,"37,118,029",3,5,"2,555.30","Morakatiya, Colombo",Colombo,Morakatiya,Colombo,Morakatiya,,"Morakatiya, Colombo"
Brokered by Asantha Real Estate,Villa for sale,"12,218,721",5,3,896,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Emil Realtors Pvt Ltd,Villa for sale,"124,615,916",4,4,"4,995.13","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Sasiri Land Sale,House for sale,"171,494,798",6,4,"3,821.04","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Ideal Marketing,House for sale,"404,819,885",9,6,"9,019.70","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Asitha Properties,House for sale,"153,186,536",5,5,"3,413.11","Dematagoda, Colombo",Colombo,Dematagoda,Colombo,Dematagoda,,"Dematagoda, Colombo"
Brokered by Platinum Property & Construction,House for sale,"106,491,844",5,4,"4,758.78","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Lakshan Rent House,House for sale,"37,694,032",4,5,"2,877.04","Morakatiya, Colombo",Colombo,Morakatiya,Colombo,Morakatiya,,"Morakatiya, Colombo"
Brokered by SEV Real Estate,House for sale,"14,623,259",2,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Sasiri Land sale,House for sale,"46,480,815",5,3,"2,754.15","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Sasiri Land Sale,House for sale,"115,948,804",4,5,"4,651.85","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Mohammed Rizmi,House for sale,"9,164,434",1,2,896,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"194,344,387",6,5,"4,770.56","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"14,268,750",3,2,"1,748.55","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
No broker,House for sale,"106,579,289",5,5,"4,998.00","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"34,662,002",5,3,"3,825.68","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by SEV Real Estate,House for sale,"33,415,325",5,5,"3,061.17","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Daraa Salam Properties,House for sale,"90,057,691",6,5,"4,033.00","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"60,154,126",3,3,"3,638.93","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Sasiri Land sale,House for sale,"10,956,973",4,2,"1,342.71","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Propertydeal.lk,House for sale,"30,000,000",3,2,"1,600.00","Boralesgamuwa, Colombo",Colombo,"Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by DJ Luxury Realty,House for sale,"35,889,998",4,3,"4,085.55","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Sasiri Land sale,House for sale,"186,789,271",4,4,"4,406.52","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Sooriya Land Sale,House for sale,"219,692,144",5,5,"6,095.97","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Daraa Salam Properties,House for sale,"34,822,265",3,3,"1,487.77","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"143,668,041",8,6,"3,810.43","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
